,property_type,place_name,state_name,price_aprox_usd,surface_covered_in_m2,ambientes,baños,balcón,cochera,parrilla,pileta,amoblado,lavadero,patio,terraza,jardin
25213,apartment,Florida,Bs.As. G.B.A. Zona Norte,174000.0,56.0,1.0,1.0,1,1,1,1,0,0,0,1,0
25214,house,Villa Ballester,Bs.As. G.B.A. Zona Norte,138000.0,132.0,1.0,1.0,0,1,1,1,0,0,0,0,0
25215,apartment,Florida,Bs.As. G.B.A. Zona Norte,184000.0,57.0,1.0,1.0,1,1,1,1,0,0,0,1,0
25216,apartment,Palermo,Capital Federal,232837.0,55.0,1.0,1.0,0,1,1,1,0,0,0,0,0
25217,apartment,Vicente López,Bs.As. G.B.A. Zona Norte,203221.0,41.0,2.0,1.0,1,0,0,0,0,0,0,1,0
25218,apartment,Villa Ballester,Bs.As. G.B.A. Zona Norte,98000.0,47.0,2.0,1.0,1,1,0,0,0,0,0,1,0
25219,PH,Florida,Bs.As. G.B.A. Zona Norte,195000.0,80.0,1.0,1.0,1,0,1,0,0,0,0,1,0
25220,house,Lomas de Zamora,Bs.As. G.B.A. Zona Sur,120000.0,85.0,1.0,1.0,0,1,0,0,0,0,1,0,0
25221,house,La Plata,Bs.As. G.B.A. Zona Sur,180000.0,204.0,1.0,1.0,0,1,0,0,0,0,1,0,0
25222,house,Villa Ballester,Bs.As. G.B.A. Zona Norte,330000.0,275.0,1.0,1.0,1,1,0,0,0,1,0,1,0
25223,apartment,Villa Ballester,Bs.As. G.B.A. Zona Norte,72000.0,30.0,1.0,1.0,0,1,0,0,0,0,0,0,0
25224,house,San Isidro,Bs.As. G.B.A. Zona Norte,1100000.0,700.0,1.0,1.0,0,1,1,1,0,0,0,0,0
25225,apartment,Palermo,Capital Federal,292100.0,68.0,1.0,1.0,0,1,1,1,0,0,0,0,1
25226,house,Villa Ballester,Bs.As. G.B.A. Zona Norte,128000.0,210.0,1.0,1.0,0,0,0,0,0,0,0,0,0
25227,apartment,Olivos,Bs.As. G.B.A. Zona Norte,129900.0,52.0,2.0,1.0,0,0,0,0,0,1,1,0,0
25228,apartment,Almagro,Capital Federal,145000.0,62.0,1.0,1.0,1,0,0,0,0,1,0,0,0
25229,house,Florida,Bs.As. G.B.A. Zona Norte,245000.0,106.0,1.0,1.0,1,1,1,0,0,0,0,1,0
25230,apartment,Belgrano,Capital Federal,160000.0,68.0,1.0,1.0,1,0,0,0,0,1,0,0,0
25231,apartment,Villa Ballester,Bs.As. G.B.A. Zona Norte,75000.0,34.0,1.0,1.0,0,0,0,0,0,0,0,0,0
25232,apartment,Palermo,Capital Federal,263043.0,42.0,1.0,1.0,0,1,1,1,0,0,0,0,1
25233,house,Florida,Bs.As. G.B.A. Zona Norte,265000.0,106.0,1.0,1.0,0,1,1,0,0,0,0,0,1
25234,apartment,Palermo,Capital Federal,225638.0,47.0,1.0,1.0,0,1,1,1,0,0,0,0,1
25235,apartment,Villa Ballester,Bs.As. G.B.A. Zona Norte,95000.0,58.0,1.0,1.0,1,0,0,0,0,0,0,0,0
25236,apartment,Lomas de Zamora,Bs.As. G.B.A. Zona Sur,100000.0,60.0,1.0,1.0,0,0,0,0,0,0,1,1,0
25237,apartment,Belgrano,Capital Federal,160000.0,68.0,1.0,1.0,1,0,0,0,0,1,0,0,0
25238,house,Florida,Bs.As. G.B.A. Zona Norte,255000.0,106.0,1.0,1.0,0,1,1,0,0,0,0,0,1
25239,apartment,Vicente López,Bs.As. G.B.A. Zona Norte,290000.0,100.0,1.0,1.0,1,0,0,0,0,1,0,0,0
25240,apartment,Palermo,Capital Federal,160062.0,36.0,1.0,1.0,0,0,0,0,0,0,0,0,1
25241,PH,Vicente López,Bs.As. G.B.A. Zona Norte,238000.0,100.0,1.0,1.0,0,0,1,0,0,1,1,0,0
25242,house,Castelar,Bs.As. G.B.A. Zona Oeste,420000.0,220.0,1.0,2.0,0,1,1,1,0,0,0,0,0
25243,apartment,Palermo,Capital Federal,100000.0,34.0,1.0,1.0,1,1,1,1,0,0,0,0,0
25244,apartment,Pilar,Bs.As. G.B.A. Zona Norte,85000.0,52.0,1.0,1.0,1,1,0,1,0,0,0,1,0
25245,apartment,Adrogué,Bs.As. G.B.A. Zona Sur,167500.0,62.0,1.0,2.0,1,1,1,1,0,1,0,0,0
25246,house,Del Viso,Bs.As. G.B.A. Zona Norte,480000.0,420.0,1.0,1.0,0,1,0,1,0,1,0,0,0
25247,apartment,Villa Ballester,Bs.As. G.B.A. Zona Norte,89000.0,56.0,1.0,1.0,0,1,0,0,0,1,0,0,0
25248,house,Lomas de Zamora,Bs.As. G.B.A. Zona Sur,145000.0,112.0,1.0,1.0,0,1,1,0,0,1,1,1,0
25249,PH,Olivos,Bs.As. G.B.A. Zona Norte,124000.0,35.0,2.0,1.0,0,0,0,0,0,0,1,0,0
25250,PH,San Isidro,Bs.As. G.B.A. Zona Norte,160000.0,106.0,1.0,1.0,0,0,0,0,0,0,0,0,0
25251,apartment,Palermo,Capital Federal,125000.0,40.0,2.0,1.0,0,0,0,0,0,1,1,0,1
25252,apartment,Banfield,Bs.As. G.B.A. Zona Sur,85000.0,65.0,2.0,1.0,0,1,0,0,0,1,1,0,0
25253,apartment,Adrogué,Bs.As. G.B.A. Zona Sur,124000.0,52.0,1.0,1.0,1,1,1,1,0,1,0,0,0
25254,PH,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,119000.0,70.0,1.0,1.0,0,0,0,0,0,0,1,0,0
25255,house,Villa Ballester,Bs.As. G.B.A. Zona Norte,238000.0,220.0,1.0,1.0,0,1,0,0,0,0,0,0,0
25256,apartment,Barrio Norte,Capital Federal,280000.0,124.0,1.0,1.0,1,0,0,0,0,1,0,0,0
25257,house,Banfield,Bs.As. G.B.A. Zona Sur,160000.0,232.0,1.0,1.0,1,1,0,1,0,1,1,1,0
25258,apartment,Haedo,Bs.As. G.B.A. Zona Oeste,130000.0,90.0,1.0,1.0,0,0,0,0,0,1,0,0,0
25259,house,Tigre,Bs.As. G.B.A. Zona Norte,279000.0,150.0,1.0,1.0,0,0,0,0,0,0,0,0,0
25260,house,Villa Ballester,Bs.As. G.B.A. Zona Norte,235000.0,166.0,1.0,2.0,0,1,1,0,0,0,0,0,0
25261,apartment,Adrogué,Bs.As. G.B.A. Zona Sur,129000.0,48.0,1.0,1.0,1,1,0,0,0,0,0,0,0
25262,house,Lomas de Zamora,Bs.As. G.B.A. Zona Sur,215000.0,100.0,1.0,1.0,1,0,0,0,0,0,1,1,0
25263,house,Vicente López,Bs.As. G.B.A. Zona Norte,1200000.0,256.0,1.0,1.0,0,0,0,0,0,0,0,0,1
25264,apartment,Martínez,Bs.As. G.B.A. Zona Norte,345000.0,83.0,1.0,1.0,0,0,0,0,0,0,0,0,0
25265,house,Lomas de Zamora,Bs.As. G.B.A. Zona Sur,280000.0,253.0,1.0,1.0,0,1,0,1,0,1,0,1,1
25266,apartment,Barrio Norte,Capital Federal,280000.0,124.0,1.0,1.0,1,0,0,0,0,1,0,0,0
25267,apartment,Villa Ballester,Bs.As. G.B.A. Zona Norte,69000.0,35.0,1.0,1.0,1,0,0,0,0,0,0,0,0
25268,apartment,Adrogué,Bs.As. G.B.A. Zona Sur,167500.0,43.0,1.0,1.0,1,1,1,1,0,1,0,1,0
25269,apartment,Villa Luzuriaga,Bs.As. G.B.A. Zona Oeste,67000.0,39.0,2.0,1.0,0,0,0,0,0,0,0,0,0
25270,apartment,Adrogué,Bs.As. G.B.A. Zona Sur,89000.0,39.0,1.0,1.0,0,1,1,1,0,1,1,0,0
25271,apartment,San Isidro,Bs.As. G.B.A. Zona Norte,179000.0,55.0,2.0,2.0,1,1,0,0,0,0,0,1,0
25272,house,Nordelta,Bs.As. G.B.A. Zona Norte,760000.0,322.0,1.0,1.0,0,0,0,0,0,0,0,0,0
25273,PH,Lomas de Zamora,Bs.As. G.B.A. Zona Sur,148000.0,100.0,1.0,2.0,1,1,0,0,0,0,1,1,0
25274,apartment,Adrogué,Bs.As. G.B.A. Zona Sur,129800.0,46.0,1.0,1.0,1,1,0,0,0,0,0,0,0
25275,apartment,Villa Ballester,Bs.As. G.B.A. Zona Norte,148000.0,68.0,1.0,1.0,1,0,0,0,0,0,0,0,0
25276,house,Florida,Bs.As. G.B.A. Zona Norte,320000.0,142.0,1.0,1.0,0,1,1,0,0,1,1,1,1
25277,house,San Isidro,Bs.As. G.B.A. Zona Norte,890000.0,449.0,1.0,1.0,0,1,1,1,0,1,0,0,0
25278,house,Escobar,Bs.As. G.B.A. Zona Norte,268000.0,210.0,1.0,1.0,0,0,0,0,0,1,0,0,0
25279,house,Lomas de Zamora,Bs.As. G.B.A. Zona Sur,160000.0,162.0,1.0,1.0,0,1,0,0,0,1,1,1,1
25280,house,La Plata,Bs.As. G.B.A. Zona Sur,350000.0,305.0,1.0,1.0,0,1,0,0,0,0,0,0,0
25281,house,Castelar,Bs.As. G.B.A. Zona Oeste,180000.0,123.0,1.0,1.0,0,1,1,0,0,1,0,0,0
25282,apartment,Adrogué,Bs.As. G.B.A. Zona Sur,156000.0,63.0,1.0,2.0,1,1,1,1,0,1,0,0,0
25283,PH,Olivos,Bs.As. G.B.A. Zona Norte,140000.0,67.0,2.0,1.0,0,0,0,0,0,0,0,0,0
25284,apartment,Villa Ballester,Bs.As. G.B.A. Zona Norte,125000.0,62.0,1.0,1.0,1,0,0,0,0,1,0,0,0
25285,house,Nordelta,Bs.As. G.B.A. Zona Norte,490000.0,289.0,1.0,1.0,0,1,1,1,0,1,0,0,0
25286,apartment,Martínez,Bs.As. G.B.A. Zona Norte,345000.0,83.0,1.0,1.0,0,0,0,0,0,0,0,0,0
25287,house,Temperley,Bs.As. G.B.A. Zona Sur,105000.0,115.0,1.0,1.0,0,1,1,0,0,1,1,0,0
25288,apartment,Adrogué,Bs.As. G.B.A. Zona Sur,173000.0,57.0,1.0,1.0,1,1,0,0,0,0,0,0,0
25289,PH,Olivos,Bs.As. G.B.A. Zona Norte,120000.0,55.0,1.0,1.0,0,0,0,0,0,0,0,0,0
25290,apartment,Martínez,Bs.As. G.B.A. Zona Norte,365000.0,83.0,1.0,1.0,0,0,0,0,0,0,0,0,0
25291,house,Escobar,Bs.As. G.B.A. Zona Norte,239000.0,170.0,1.0,1.0,1,0,1,1,0,1,0,0,1
25292,apartment,Palermo,Capital Federal,351719.0,75.0,1.0,1.0,0,0,0,0,0,0,0,0,1
